name,year,selling_price,km_driven,fuel,Company
Maruti Celerio ZXI,2015,400000,60000,Petrol,Maruti
Mahindra Thar CRDe,2018,900000,35000,Diesel,Mahindra
Mahindra Scorpio 1.99,2015,800000,70000,Diesel,Mahindra
Hyundai EON Era,2015,250999,43000,Petrol,Hyundai
Tata Manza Aqua,2011,250000,110000,Petrol,Tata
Maruti Swift VXI,2016,450000,64000,Petrol,Maruti
Renault Duster 85PS,2017,575000,96000,Diesel,Renault
Renault Duster 85PS,2013,400000,96000,Diesel,Renault
Maruti Celerio X,2019,480000,7600,Petrol,Maruti
Maruti Celerio X,2019,490000,7000,Petrol,Maruti
Tata Indigo LX,2007,150000,120000,Diesel,Tata
Tata Bolt Quadrajet,2017,600000,50000,Diesel,Tata
Hyundai Xcent 1.1,2015,500000,50000,Diesel,Hyundai
Tata Zest Quadrajet,2015,425000,80000,Diesel,Tata
Toyota Innova 2.5,2015,1030000,190000,Diesel,Toyota
Maruti Wagon R,2015,360000,34000,Petrol,Maruti
Volkswagen Polo Petrol,2012,290000,80000,Petrol,Volkswagen
Tata Sumo CX,2012,320000,70000,Diesel,Tata
Hyundai Verna 1.6,2014,755000,29340,Diesel,Hyundai
Ford Figo Diesel,2011,215000,120000,Diesel,Ford
Toyota Innova 2.5,2011,735000,200000,Diesel,Toyota
Hyundai i10 Era,2007,190000,70000,Petrol,Hyundai
Toyota Innova 2.5,2014,1365000,80800,Diesel,Toyota
Honda Jazz 1.2,2018,675000,24265,Petrol,Honda
Maruti Swift Dzire,2014,438999,81000,Diesel,Maruti
Renault Lodgy Stepway,2015,550000,240000,Diesel,Renault
Maruti Swift Dzire,2013,409999,35000,Petrol,Maruti
Renault KWID RXT,2019,350000,15000,Petrol,Renault
Chevrolet Beat Diesel,2012,135000,49000,Diesel,Chevrolet
Toyota Innova Crysta,2016,1490000,56900,Diesel,Toyota
Maruti Swift VDI,2014,520000,70000,Diesel,Maruti
Maruti Swift Dzire,2010,315000,180000,Diesel,Maruti
Maruti A-Star Lxi,2010,235000,50000,Petrol,Maruti
Maruti Ritz VDi,2013,375000,88200,Diesel,Maruti
Maruti Swift VXi,2006,189000,93000,Petrol,Maruti
Honda Amaze E,2017,550000,120000,Diesel,Honda
Ford Fiesta EXi,2011,260000,110000,Diesel,Ford
Maruti Alto K10,2015,300000,40000,Petrol,Maruti
Honda City 1.5,2010,350000,120000,Petrol,Honda
Maruti Vitara Brezza,2019,892000,10000,Diesel,Maruti
Maruti Ciaz VDI,2016,620000,90000,Diesel,Maruti
Maruti Vitara Brezza,2017,750000,90000,Diesel,Maruti
Maruti Alto 800,2016,270000,35000,Petrol,Maruti
Hyundai Santro Xing,2012,300000,40000,Petrol,Hyundai
Tata Indigo CS,2011,220000,80000,Diesel,Tata
Maruti SX4 Vxi,2012,260000,99000,Petrol,Maruti
Maruti Swift AMT,2019,600000,7500,Petrol,Maruti
Tata Nano XE,2015,80000,60000,Petrol,Tata
Hyundai EON Magna,2016,300000,40800,Petrol,Hyundai
Tata Zest Revotron,2015,300000,70000,Petrol,Tata
Mahindra KUV 100,2016,400000,100000,Petrol,Mahindra
Maruti Swift VXI,2016,550000,8588,Petrol,Maruti
Honda City i-DTEC,2019,1200000,40000,Diesel,Honda
Ford Figo 1.5D,2015,500000,60000,Diesel,Ford
Honda City i,2014,500000,110000,Diesel,Honda
Toyota Platinum Etios,2018,670000,150000,Diesel,Toyota
Toyota Innova 2.5,2012,750000,120000,Diesel,Toyota
Maruti Alto K10,2017,370000,30000,Petrol,Maruti
Maruti 800 Std,2012,100000,70000,Petrol,Maruti
Hyundai i10 Sportz,2016,425000,50000,Petrol,Hyundai
Toyota Innova 2.5,2006,370000,305000,Diesel,Toyota
Tata New Safari,2009,229999,212000,Diesel,Tata
Maruti Ertiga SHVS,2016,850000,35000,Diesel,Maruti
Mahindra Verito 1.5,2018,750000,22000,Diesel,Mahindra
Honda WR-V i-DTEC,2017,700000,70000,Diesel,Honda
Hyundai Grand i10,2016,480000,56000,Diesel,Hyundai
Tata Zest Quadrajet,2016,475000,50000,Diesel,Tata
Toyota Innova 2.5,2011,650000,120000,Diesel,Toyota
Honda WR-V i-DTEC,2017,800000,70000,Diesel,Honda
Tata New Safari,2015,520000,120000,Diesel,Tata
Tata Indica V2,2014,160000,90000,Diesel,Tata
Maruti S-Cross 2017-2020,2018,1000000,70000,Diesel,Maruti
Maruti Ertiga VDI,2015,700000,120000,Diesel,Maruti
Honda Amaze S,2017,590000,70000,Diesel,Honda
Mahindra TUV 300,2017,725000,100000,Diesel,Mahindra
Toyota Innova Crysta,2017,1680000,157000,Diesel,Toyota
Maruti Swift Dzire,2015,550000,50000,Diesel,Maruti
Maruti Ritz VDi,2012,240000,90000,Diesel,Maruti
Chevrolet Captiva 2.2,2013,667000,65000,Diesel,Chevrolet
Honda Jazz 1.5,2017,670000,50000,Diesel,Honda
Maruti Swift Dzire,2015,550000,110000,Diesel,Maruti
Maruti Celerio ZXI,2015,400000,30000,Petrol,Maruti
Hyundai Verna 1.6,2014,545000,80000,Diesel,Hyundai
Maruti Ertiga LXI,2015,599000,70000,Petrol,Maruti
Hyundai Creta 1.4,2016,725000,100000,Diesel,Hyundai
Honda City i,2015,525000,120000,Petrol,Honda
Maruti Ritz VDi,2011,204999,85000,Diesel,Maruti
Hyundai Grand i10,2015,310000,60000,Diesel,Hyundai
Hyundai Grand i10,2016,380000,90000,Diesel,Hyundai
Maruti Alto K10,2012,204000,110000,Petrol,Maruti
Hyundai EON 1.0,2018,350000,25000,Petrol,Hyundai
Volkswagen Vento Diesel,2013,350000,100000,Diesel,Volkswagen
Ford Figo Diesel,2012,175000,120000,Diesel,Ford
Volkswagen Vento Diesel,2011,340000,90000,Diesel,Volkswagen
Honda City i-VTEC,2017,950000,35000,Petrol,Honda
Honda City i,2017,894999,35000,Petrol,Honda
Tata Sumo Gold,2014,350000,101200,Diesel,Tata
Maruti Swift Dzire,2016,550000,76000,Diesel,Maruti
Mahindra XUV500 W6,2016,800000,90000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2013,525000,80000,Diesel,Mahindra
Tata New Safari,2008,500000,179150,Diesel,Tata
Maruti Swift Dzire,2009,190000,160000,Petrol,Maruti
Maruti Swift Dzire,2019,694000,35000,Diesel,Maruti
Mahindra XUV500 AT,2016,861999,120000,Diesel,Mahindra
Honda Amaze SX,2017,650000,50000,Diesel,Honda
Maruti Swift Dzire,2011,310000,70000,Diesel,Maruti
Maruti Swift VDI,2013,360000,97000,Diesel,Maruti
Maruti Swift Dzire,2011,240000,90000,Diesel,Maruti
Mahindra XUV500 W8,2012,500000,84487,Diesel,Mahindra
Toyota Innova 2.5,2010,475000,100000,Diesel,Toyota
Maruti Alto LX,2007,100000,60000,Petrol,Maruti
Maruti SX4 Zxi,2009,200000,110000,Petrol,Maruti
Toyota Innova 2.5,2006,430000,264000,Diesel,Toyota
Mahindra Xylo E4,2010,245000,146000,Diesel,Mahindra
Maruti Swift Dzire,2014,450000,70000,Diesel,Maruti
Maruti Vitara Brezza,2017,800000,51146,Diesel,Maruti
Maruti Ritz LXI,2011,215000,40000,Petrol,Maruti
Maruti Vitara Brezza,2017,760000,50000,Diesel,Maruti
Volkswagen Polo 1.5,2015,416000,80000,Diesel,Volkswagen
Maruti Wagon R,2011,195000,120000,Petrol,Maruti
Maruti Alto 800,2017,325000,23000,Petrol,Maruti
Maruti Alto K10,2010,145000,70000,Petrol,Maruti
Maruti Swift VDI,2018,675000,23000,Diesel,Maruti
Maruti Wagon R,2016,340000,30000,Petrol,Maruti
Tata Manza Aura,2011,340000,50000,Diesel,Tata
Maruti Omni MPI,2014,260000,40000,Petrol,Maruti
Maruti Alto 800,2015,300000,50000,Petrol,Maruti
Maruti 800 AC,2007,75000,60000,Petrol,Maruti
Tata Indica Vista,2011,350000,80000,Diesel,Tata
Tata Manza Aura,2010,170000,150000,Diesel,Tata
Maruti Swift Dzire,2018,600000,40000,Petrol,Maruti
Honda City 1.5,2010,800000,25000,Petrol,Honda
Mahindra XUV500 W6,2014,980000,120000,Diesel,Mahindra
Ford Endeavour 2.5L,2011,850000,298000,Diesel,Ford
Tata Sumo Gold,2012,340000,270000,Diesel,Tata
Maruti Vitara Brezza,2018,900000,50000,Diesel,Maruti
Maruti Swift Dzire,2010,310000,120000,Diesel,Maruti
Maruti Ertiga ZDI,2013,600000,60000,Diesel,Maruti
Maruti Swift Dzire,2008,270000,149000,Diesel,Maruti
Hyundai Santro Sportz,2019,509999,5000,Petrol,Hyundai
Tata Indica Vista,2013,225000,70000,Diesel,Tata
Hyundai i10 Magna,2015,280000,55000,Petrol,Hyundai
Tata Tiago 1.05,2016,490000,100000,Diesel,Tata
Mahindra Bolero 2011-2019,2013,440000,120000,Diesel,Mahindra
Tata Safari Storme,2014,500000,291977,Diesel,Tata
Hyundai i20 Active,2015,590000,70000,Petrol,Hyundai
Ford Endeavour 2.5L,2010,500000,120000,Diesel,Ford
Ford EcoSport 1.5,2015,600000,40000,Diesel,Ford
Mahindra Scorpio 1.99,2016,750000,70000,Diesel,Mahindra
Volkswagen Polo 1.5,2019,695000,36800,Diesel,Volkswagen
Maruti Swift Dzire,2018,690000,52200,Diesel,Maruti
Hyundai Grand i10,2016,409999,78000,Diesel,Hyundai
Tata Harrier XZ,2020,1650000,16000,Diesel,Tata
Hyundai Grand i10,2017,525000,29000,Diesel,Hyundai
Mahindra XUV500 W8,2013,540000,60000,Diesel,Mahindra
Toyota Fortuner 4x4,2017,2750000,60000,Diesel,Toyota
Mahindra Scorpio 1.99,2016,1000000,112000,Diesel,Mahindra
Mahindra TUV 300,2017,725000,40000,Diesel,Mahindra
Maruti Ciaz Alpha,2018,975000,36000,Diesel,Maruti
Maruti Wagon R,2016,355000,60000,Petrol,Maruti
Honda CR-V 2.4L,2008,400000,120000,Petrol,Honda
Maruti Alto 800,2015,265000,48000,Petrol,Maruti
Volkswagen Polo 2015-2019,2018,650000,40000,Diesel,Volkswagen
Maruti Ciaz 1.3,2017,720000,60000,Diesel,Maruti
Hyundai Verna 1.6,2016,850000,25000,Petrol,Hyundai
Maruti Alto K10,2015,290000,42000,Petrol,Maruti
Mahindra TUV 300,2016,600000,90000,Diesel,Mahindra
Maruti Ritz VDi,2011,300000,90000,Diesel,Maruti
Renault Pulse RxL,2012,225000,110000,Diesel,Renault
Maruti Swift Dzire,2009,240000,70000,Diesel,Maruti
Hyundai Verna 1.6,2014,700000,80000,Diesel,Hyundai
Maruti Swift VDI,2014,470000,70000,Diesel,Maruti
Hyundai i20 Active,2016,800000,80000,Diesel,Hyundai
Renault Duster 110PS,2012,450000,90000,Diesel,Renault
Tata Indica V2,2007,90000,90000,Diesel,Tata
Toyota Corolla Altis,2010,450000,120000,Diesel,Toyota
Toyota Innova Crysta,2017,1465000,62000,Diesel,Toyota
Hyundai Creta 1.6,2016,925000,79000,Diesel,Hyundai
Toyota Innova Crysta,2016,1385000,60000,Diesel,Toyota
Toyota Fortuner 4x4,2015,2000000,20000,Diesel,Toyota
Mahindra Scorpio SLX,2007,300000,110000,Diesel,Mahindra
Maruti Swift Dzire,2009,360000,100000,Diesel,Maruti
Hyundai Verna Transform,2010,320000,70000,Diesel,Hyundai
Maruti Ertiga SHVS,2016,780000,50000,Diesel,Maruti
Maruti Ertiga VDI,2013,620000,139000,Diesel,Maruti
Tata Indica Vista,2014,210000,35000,Petrol,Tata
Renault Triber RXZ,2019,786000,7720,Petrol,Renault
Mahindra XUV500 W8,2014,1000000,50000,Diesel,Mahindra
Mahindra Verito Vibe,2016,750000,100000,Diesel,Mahindra
Hyundai i20 Magna,2016,550000,57882,Petrol,Hyundai
Tata Safari Storme,2018,875000,142000,Diesel,Tata
Tata Safari Storme,2018,890000,140000,Diesel,Tata
Mahindra Bolero 2011-2019,2015,550000,30000,Diesel,Mahindra
Maruti Celerio VXI,2015,290000,30000,Petrol,Maruti
Tata Indigo CS,2012,150000,90000,Diesel,Tata
Maruti Eeco 7,2015,300000,35000,Petrol,Maruti
Hyundai Santro Magna,2019,500000,5000,Petrol,Hyundai
Tata Manza Club,2013,250000,50000,Diesel,Tata
Tata Indigo eCS,2013,220000,80000,Diesel,Tata
Toyota Innova 2.5,2009,650000,242000,Diesel,Toyota
Maruti Swift Dzire,2017,875000,30000,Diesel,Maruti
Hyundai i20 Asta,2019,785000,9000,Petrol,Hyundai
Honda WR-V i-VTEC,2017,819999,30000,Petrol,Honda
Toyota Innova Crysta,2016,1925000,27000,Diesel,Toyota
Honda WR-V i-DTEC,2017,885000,39000,Diesel,Honda
Ford EcoSport 1.5,2015,680000,64000,Petrol,Ford
Ford EcoSport 1.5,2017,960000,42000,Diesel,Ford
Honda Brio 1.2,2012,385000,45000,Petrol,Honda
Tata Harrier XZ,2019,1650000,15000,Diesel,Tata
Mahindra TUV 300,2018,890000,55000,Diesel,Mahindra
Ford Endeavour 3.0L,2015,1275000,64000,Diesel,Ford
Maruti Ciaz Delta,2019,1025000,15000,Petrol,Maruti
Volkswagen Polo GT,2016,675000,69000,Petrol,Volkswagen
Maruti Swift Dzire,2017,700000,80000,Petrol,Maruti
Ford EcoSport 1.5,2016,780000,60000,Diesel,Ford
Hyundai Verna 1.6,2017,1050000,70000,Diesel,Hyundai
Tata Bolt Quadrajet,2016,400000,100000,Diesel,Tata
Mahindra Bolero 2011-2019,2011,400000,100000,Diesel,Mahindra
Maruti Alto LX,2009,85000,90000,Petrol,Maruti
Tata Hexa XM,2018,1300000,35000,Diesel,Tata
Mahindra TUV 300,2018,819999,11500,Diesel,Mahindra
Mahindra TUV 300,2015,620000,40000,Diesel,Mahindra
Renault KWID 1.0,2018,260000,50000,Petrol,Renault
Hyundai Grand i10,2015,484999,55380,Petrol,Hyundai
Volkswagen Ameo 1.2,2017,650000,18816,Petrol,Volkswagen
Toyota Innova Crysta,2017,1748999,33019,Diesel,Toyota
Honda City V,2017,925000,18000,Petrol,Honda
Maruti Ciaz S,2017,810000,47747,Diesel,Maruti
Toyota Innova 2.5,2013,910000,70000,Diesel,Toyota
Tata Indica V2,2016,300000,60000,Diesel,Tata
Hyundai i20 Era,2015,490000,45900,Petrol,Hyundai
Honda Amaze S,2013,425000,70000,Diesel,Honda
Maruti Alto LXi,2011,155000,40000,Petrol,Maruti
Mahindra Scorpio SLE,2013,490000,90000,Diesel,Mahindra
Maruti Alto LXi,2010,132000,105000,Petrol,Maruti
Hyundai Elite i20,2018,750000,30000,Diesel,Hyundai
Maruti Wagon R,2011,225000,20000,Petrol,Maruti
Hyundai i10 Sportz,2011,240000,80000,Petrol,Hyundai
Chevrolet Spark 1.0,2010,80000,80000,Petrol,Chevrolet
Honda BRV i-DTEC,2019,1100000,50000,Diesel,Honda
Hyundai Xcent 1.1,2016,380000,80000,Diesel,Hyundai
Tata New Safari,2011,300000,120000,Diesel,Tata
Maruti Swift VDI,2011,325000,70000,Diesel,Maruti
Mahindra KUV 100,2016,400000,130000,Diesel,Mahindra
Renault Lodgy Stepway,2017,800000,50000,Diesel,Renault
Ford EcoSport 1.5,2018,950000,80000,Diesel,Ford
Maruti Swift VDI,2013,300000,120000,Diesel,Maruti
Mahindra KUV 100,2017,530000,59000,Petrol,Mahindra
Chevrolet Enjoy TCDi,2013,350000,100000,Diesel,Chevrolet
Hyundai Sonata 2.4L,2008,168000,50000,Petrol,Hyundai
Renault KWID RXT,2016,240000,45000,Petrol,Renault
Maruti Swift Dzire,2010,220000,80000,Diesel,Maruti
Maruti Wagon R,2008,110000,80000,Petrol,Maruti
Maruti Vitara Brezza,2016,850000,100000,Diesel,Maruti
Toyota Innova Crysta,2018,2064000,24000,Diesel,Toyota
Maruti S-Cross 2017-2020,2018,950000,25000,Diesel,Maruti
Hyundai EON Magna,2013,200000,68697,Petrol,Hyundai
Maruti Swift VDI,2017,660000,30000,Diesel,Maruti
Honda Amaze VX,2013,420000,40000,Diesel,Honda
Tata Indica Vista,2010,150000,29000,Petrol,Tata
Chevrolet Beat Diesel,2013,175000,68000,Diesel,Chevrolet
Honda Amaze S,2018,750000,15000,Petrol,Honda
Maruti Ritz VDi,2014,425000,70000,Diesel,Maruti
Toyota Corolla Altis,2015,790000,126000,Diesel,Toyota
Toyota Innova 2.5,2011,830000,300000,Diesel,Toyota
Honda Mobilio RS,2015,650000,94000,Diesel,Honda
Toyota Corolla Altis,2015,780000,129000,Diesel,Toyota
Hyundai i10 Magna,2010,180000,55000,Petrol,Hyundai
Ford EcoSport 1.5,2019,869999,40000,Diesel,Ford
Tata Manza Aura,2011,275000,50000,Diesel,Tata
Hyundai i20 1.2,2017,630000,25000,Petrol,Hyundai
Toyota Corolla H2,2008,150000,60000,Petrol,Toyota
Maruti Alto 800,2016,315000,25000,Petrol,Maruti
Tata Indigo CR4,2011,189000,70000,Diesel,Tata
Maruti Swift Dzire,2014,580000,120000,Diesel,Maruti
Maruti Vitara Brezza,2018,825000,35000,Diesel,Maruti
Tata Safari Storme,2016,650000,60000,Diesel,Tata
Tata Venture LX,2013,135000,120000,Diesel,Tata
Hyundai i20 2015-2017,2017,680000,80000,Diesel,Hyundai
Hyundai i20 1.4,2017,670000,80000,Diesel,Hyundai
Maruti Alto K10,2010,240000,80000,Petrol,Maruti
Maruti Swift Dzire,2018,750000,25000,Diesel,Maruti
Maruti Swift Dzire,2016,700000,90000,Diesel,Maruti
Tata Nano XTA,2016,220000,22000,Petrol,Tata
Tata Indica V2,2014,160000,120000,Diesel,Tata
Chevrolet Sail Hatchback,2013,225000,100000,Diesel,Chevrolet
Tata Indigo CS,2008,140000,120000,Diesel,Tata
Maruti Swift Dzire,2014,600000,70000,Diesel,Maruti
Mahindra XUV500 W10,2015,1000000,24700,Diesel,Mahindra
Chevrolet Spark 1.0,2008,65000,100000,Petrol,Chevrolet
Maruti Ignis 1.2,2019,500000,10000,Petrol,Maruti
Mahindra XUV500 W6,2017,1150000,43526,Diesel,Mahindra
Ford Ecosport 1.5,2019,950000,16034,Diesel,Ford
Ford Figo Diesel,2012,250000,156040,Diesel,Ford
Maruti Baleno Delta,2017,600000,20000,Diesel,Maruti
Maruti Swift VVT,2017,509999,46000,Petrol,Maruti
Maruti Wagon R,2018,469000,5000,Petrol,Maruti
Maruti Alto 800,2017,250000,42000,Petrol,Maruti
Chevrolet Spark 1.0,2011,130000,68519,Petrol,Chevrolet
Ford EcoSport 1.5,2019,906000,30000,Diesel,Ford
Ford Figo Diesel,2011,160000,85000,Diesel,Ford
Maruti Swift Dzire,2012,300000,88000,Petrol,Maruti
Maruti 800 Uniq,2010,60000,100000,Petrol,Maruti
Maruti Swift Dzire,2014,400000,100000,Petrol,Maruti
Tata Tiago XT,2018,450000,22966,Petrol,Tata
Mahindra Bolero 2011-2019,2014,465000,80000,Diesel,Mahindra
Maruti Swift VDI,2012,325000,80000,Diesel,Maruti
Maruti Alto LXi,2008,150000,70000,Petrol,Maruti
Hyundai EON Era,2014,250000,2350,Petrol,Hyundai
Maruti Alto LXi,2011,175000,50000,Petrol,Maruti
Maruti Alto LXi,2010,175000,58000,Petrol,Maruti
Honda City 2017-2020,2006,150000,80000,Petrol,Honda
Mahindra Bolero Power,2018,797000,60000,Diesel,Mahindra
Hyundai Elite i20,2019,800000,35000,Petrol,Hyundai
Mahindra Bolero 2011-2019,2019,750000,59872,Diesel,Mahindra
Mahindra Scorpio M2DI,2011,400000,140000,Diesel,Mahindra
Maruti Alto LX,2012,160000,110000,Petrol,Maruti
Mahindra Bolero 2011-2019,2016,700000,91182,Diesel,Mahindra
Maruti Alto LXi,2010,160000,60000,Petrol,Maruti
Hyundai i20 Asta,2012,400000,100000,Diesel,Hyundai
Toyota Etios Liva,2013,451000,120000,Diesel,Toyota
Tata Manza Aura,2012,300000,70000,Diesel,Tata
Maruti Celerio ZXI,2017,421000,59500,Petrol,Maruti
Maruti Vitara Brezza,2016,950000,45000,Diesel,Maruti
Hyundai i20 1.4,2011,395000,75500,Diesel,Hyundai
Maruti Vitara Brezza,2016,950000,46000,Diesel,Maruti
Maruti Alto 800,2013,270000,60000,Petrol,Maruti
Hyundai i20 1.4,2009,360000,60000,Petrol,Hyundai
Maruti Swift Ldi,2008,235000,152500,Diesel,Maruti
Honda Brio V,2012,376000,26000,Petrol,Honda
Ford Ecosport 1.5,2017,875000,77524,Diesel,Ford
Hyundai i20 Sportz,2014,459999,40523,Petrol,Hyundai
Maruti Swift VDI,2018,755000,39000,Diesel,Maruti
Toyota Fortuner 3.0,2010,1050000,220000,Diesel,Toyota
Mahindra XUV500 W8,2015,1050000,120000,Diesel,Mahindra
Maruti Baleno Alpha,2018,800000,25000,Petrol,Maruti
Maruti Swift VDI,2015,600000,31000,Diesel,Maruti
Maruti Baleno Sigma,2017,530000,42000,Petrol,Maruti
Maruti Swift Dzire,2015,450000,80000,Petrol,Maruti
Maruti Alto K10,2011,235000,60000,Petrol,Maruti
Maruti Swift Dzire,2013,550000,240000,Diesel,Maruti
Tata Sumo CX,2008,150000,120000,Diesel,Tata
Volkswagen Vento 1.5,2015,515000,120000,Diesel,Volkswagen
Hyundai i10 Magna,2009,160000,35000,Petrol,Hyundai
Maruti Alto LX,2007,110000,120000,Petrol,Maruti
Maruti Swift LDI,2014,360000,70000,Diesel,Maruti
Hyundai Verna Transform,2011,260000,90000,Diesel,Hyundai
Maruti Alto LXi,2007,128000,60000,Petrol,Maruti
Hyundai Verna 1.6,2015,600000,80000,Diesel,Hyundai
Toyota Fortuner 3.0,2010,800000,151000,Diesel,Toyota
Maruti Swift Dzire,2019,675000,25000,Diesel,Maruti
Maruti SX4 Zxi,2010,300000,50000,Petrol,Maruti
Maruti 800 AC,2009,125000,80000,Petrol,Maruti
Hyundai Grand i10,2017,550000,25000,Petrol,Hyundai
Maruti Alto LXi,2007,150000,80000,Petrol,Maruti
Mahindra Scorpio Intelli,2017,891000,80000,Diesel,Mahindra
Toyota Innova 2.5,2015,1050000,70000,Diesel,Toyota
Maruti Baleno RS,2018,750000,15000,Petrol,Maruti
Hyundai i20 Magna,2012,380000,27500,Petrol,Hyundai
Toyota Innova 2.5,2013,800000,110000,Diesel,Toyota
Mahindra Logan Petrol,2010,200000,120000,Petrol,Mahindra
Maruti Ciaz VDi,2016,700000,70000,Diesel,Maruti
Honda Accord 2.4,2010,300000,74000,Petrol,Honda
Honda Mobilio S,2015,670000,120000,Diesel,Honda
Honda City 2017-2020,2007,210000,140000,Petrol,Honda
Maruti Ignis 1.2,2017,370000,40000,Petrol,Maruti
Maruti Baleno Delta,2019,600000,20000,Petrol,Maruti
Maruti Vitara Brezza,2020,810000,15000,Diesel,Maruti
Tata Tiago 1.2,2019,346000,16000,Petrol,Tata
Tata Safari DICOR,2012,250000,118000,Diesel,Tata
Maruti Swift ZXI,2006,120000,44000,Petrol,Maruti
Maruti Ertiga ZDI,2013,600000,50000,Diesel,Maruti
Maruti Eeco 5,2016,330000,60000,Petrol,Maruti
Hyundai i20 Sportz,2014,400000,147000,Petrol,Hyundai
Maruti Swift Dzire,2014,450000,100000,Petrol,Maruti
Maruti Ertiga SHVS,2017,800000,55000,Diesel,Maruti
Maruti Celerio ZDi,2015,340000,40000,Diesel,Maruti
Maruti Ritz VDi,2010,225000,64000,Diesel,Maruti
Maruti Ertiga SHVS,2016,900000,50000,Diesel,Maruti
Maruti Wagon R,2018,465000,30000,Petrol,Maruti
Tata Zest Revotron,2016,400000,24177,Petrol,Tata
Tata Indigo LX,2012,185000,80000,Diesel,Tata
Maruti Wagon R,2006,140000,150000,Petrol,Maruti
Renault Lodgy 85PS,2015,415000,120000,Diesel,Renault
Mahindra Scorpio VLX,2012,532000,121779,Diesel,Mahindra
Maruti Baleno Delta,2017,600000,56000,Diesel,Maruti
Maruti SX4 Vxi,2008,150000,100000,Petrol,Maruti
Maruti Swift LXI,2018,459999,12000,Petrol,Maruti
Maruti Vitara Brezza,2017,800000,15381,Diesel,Maruti
Mahindra Bolero SLX,2011,310000,5000,Diesel,Mahindra
Maruti Alto K10,2018,350000,10000,Petrol,Maruti
Mahindra XUV500 W10,2019,1800000,10000,Diesel,Mahindra
Maruti Swift AMT,2018,640000,25000,Petrol,Maruti
Maruti Wagon R,2017,350000,50000,Petrol,Maruti
Tata Nexon 1.2,2018,600000,30000,Petrol,Tata
Hyundai Verna 1.6,2015,575000,23000,Diesel,Hyundai
Mahindra Thar CRDe,2019,974000,15000,Diesel,Mahindra
Maruti Wagon R,2018,445000,5000,Petrol,Maruti
Maruti Ertiga VDI,2015,580000,15000,Diesel,Maruti
Hyundai Creta 1.4,2020,1050000,20000,Diesel,Hyundai
Ford EcoSport 1.5,2015,600000,50000,Diesel,Ford
Ford Figo 1.2P,2017,370000,40000,Petrol,Ford
Maruti Zen Estilo,2007,150000,70000,Petrol,Maruti
Maruti Celerio ZXI,2017,483000,15000,Petrol,Maruti
Hyundai Grand i10,2016,470000,10000,Petrol,Hyundai
Maruti Vitara Brezza,2018,950000,25000,Diesel,Maruti
Hyundai Verna 1.6,2013,450000,50000,Petrol,Hyundai
Toyota Etios VX,2011,345000,70000,Petrol,Toyota
Maruti Ignis Zeta,2020,600000,5000,Petrol,Maruti
Maruti A-Star Vxi,2009,300000,60000,Petrol,Maruti
Maruti Zen Estilo,2007,160000,74800,Petrol,Maruti
Hyundai EON 1.0,2018,340000,120000,Petrol,Hyundai
Honda City 2017-2020,2007,138000,120000,Petrol,Honda
Maruti Swift Dzire,2010,231000,80000,Petrol,Maruti
Mahindra XUV500 W8,2013,800000,120000,Diesel,Mahindra
Mahindra XUV300 W8,2019,960000,20000,Petrol,Mahindra
Maruti Wagon R,2009,120000,70000,Petrol,Maruti
Maruti Wagon R,2012,270000,40000,Petrol,Maruti
Maruti Ritz LXI,2011,200000,100000,Petrol,Maruti
Maruti Swift VXI,2012,328000,123000,Petrol,Maruti
Hyundai Verna 1.6,2012,432000,77000,Diesel,Hyundai
Volkswagen Polo 1.0,2019,565000,7000,Petrol,Volkswagen
Maruti Eeco 5,2017,390000,70000,Petrol,Maruti
Ford Figo 1.5D,2017,600000,30000,Diesel,Ford
Hyundai i20 1.4,2011,250000,120000,Diesel,Hyundai
Chevrolet Spark 1.0,2011,165000,70000,Petrol,Chevrolet
